,customer_id,product_id,interaction_type,interaction_date
9641,CID0997,P7189,clicked,2024-08-04
9642,CID0706,P8191,purchased,2024-05-12
9643,CID0216,P6839,purchased,2024-02-23
9644,CID0705,P5741,clicked,2024-02-12
9645,CID0104,P7629,purchased,2024-06-04
9646,CID0601,P1284,viewed,2024-05-09
9647,CID0946,P7308,purchased,2024-03-06
9648,CID0257,P3576,purchased,2024-04-08
9649,CID0732,P7629,purchased,2024-02-13
9650,CID0790,P8282,purchased,2024-04-12
9651,CID0313,P3696,clicked,2024-04-04
9652,CID0220,P9842,viewed,2024-02-05
9653,CID0629,P9068,viewed,2024-02-04
9654,CID0943,P9633,purchased,2024-04-30
9655,CID0433,P3696,viewed,2024-08-18
9656,CID0474,P3696,purchased,2024-09-03
9657,CID0891,P6603,purchased,2024-05-26
9658,CID0384,P1112,viewed,2024-01-17
9659,CID0064,P7893,clicked,2024-03-28
9660,CID0608,P6422,purchased,2024-07-13
9661,CID0190,P9488,viewed,2024-03-12
9662,CID0203,P7513,purchased,2024-01-05
9663,CID0135,P8741,viewed,2024-09-01
9664,CID0470,P5741,purchased,2024-02-15
9665,CID0521,P1112,purchased,2024-01-11
9666,CID0195,P4949,viewed,2024-09-11
9667,CID0761,P8282,viewed,2024-08-09
9668,CID0145,P8218,viewed,2024-08-29
9669,CID0491,P9089,clicked,2024-03-12
9670,CID0741,P5994,clicked,2024-03-16
9671,CID0402,P9202,purchased,2024-08-15
9672,CID0909,P6603,purchased,2024-05-04
9673,CID0298,P6603,clicked,2024-07-18
9674,CID0899,P8191,clicked,2024-01-13
9675,CID0049,P2181,clicked,2024-06-03
9676,CID0356,P9854,clicked,2024-01-22
9677,CID0260,P6184,purchased,2024-05-29
9678,CID0923,P5002,purchased,2024-08-27
9679,CID0739,P9633,viewed,2024-02-29
9680,CID0542,P5741,viewed,2024-06-04
9681,CID0368,P1512,clicked,2024-09-21
9682,CID0806,P4949,clicked,2024-03-30
9683,CID0793,P3665,purchased,2024-03-13
9684,CID0815,P8741,purchased,2024-07-23
9685,CID0885,P6839,purchased,2024-08-13
9686,CID0567,P4531,viewed,2024-07-10
9687,CID0858,P9842,viewed,2024-01-03
9688,CID0938,P5002,clicked,2024-09-14
9689,CID0021,P4531,purchased,2024-06-28
9690,CID0819,P8191,clicked,2024-02-21
9691,CID0554,P6603,purchased,2024-08-25
9692,CID0093,P5672,viewed,2024-05-04
9693,CID0972,P1689,clicked,2024-04-05
9694,CID0246,P9813,viewed,2024-08-12
9695,CID0729,P6344,viewed,2024-07-17
9696,CID0105,P7893,clicked,2024-02-29
9697,CID0207,P8218,purchased,2024-03-21
9698,CID0568,P3665,viewed,2024-02-19
9699,CID0096,P6603,clicked,2024-02-14
9700,CID0897,P3106,clicked,2024-06-06
9701,CID0121,P1284,viewed,2024-03-05
9702,CID0348,P5085,clicked,2024-08-02
9703,CID0066,P5741,purchased,2024-01-02
9704,CID0785,P7513,purchased,2024-06-29
9705,CID0775,P9854,purchased,2024-03-22
9706,CID0222,P8104,purchased,2024-03-19
9707,CID0978,P6608,purchased,2024-05-09
9708,CID0850,P6839,purchased,2024-07-11
9709,CID0671,P1615,clicked,2024-02-04
9710,CID0163,P6344,viewed,2024-01-07
9711,CID0603,P5741,clicked,2024-02-26
9712,CID0812,P3665,purchased,2024-06-06
9713,CID0008,P6184,purchased,2024-01-21
9714,CID0535,P8218,purchased,2024-06-03
9715,CID0982,P3576,viewed,2024-05-20
9716,CID0105,P5085,viewed,2024-05-21
9717,CID0470,P9202,viewed,2024-02-20
9718,CID0355,P5669,clicked,2024-01-18
9719,CID0110,P5669,viewed,2024-07-11
9720,CID0116,P8218,purchased,2024-08-13
9721,CID0522,P5728,viewed,2024-07-11
9722,CID0925,P9488,purchased,2024-03-23
9723,CID0770,P3665,clicked,2024-05-23
9724,CID0777,P4531,viewed,2024-02-09
9725,CID0413,P5002,clicked,2024-06-26
9726,CID0104,P9854,purchased,2024-01-01
9727,CID0994,P8191,clicked,2024-01-21
9728,CID0139,P5994,purchased,2024-04-28
9729,CID0561,P1539,viewed,2024-07-01
9730,CID0697,P9089,clicked,2024-05-06
9731,CID0969,P5069,viewed,2024-05-19
9732,CID0223,P9633,purchased,2024-01-21
9733,CID0198,P1512,clicked,2024-05-02
9734,CID0721,P3696,viewed,2024-04-11
9735,CID0141,P9633,clicked,2024-08-30
9736,CID0865,P3997,viewed,2024-08-19
9737,CID0414,P6608,purchased,2024-07-31
9738,CID0482,P8104,viewed,2024-04-16
9739,CID0370,P8104,purchased,2024-08-21
9740,CID0574,P6493,purchased,2024-03-09
9741,CID0665,P4949,purchased,2024-02-25
9742,CID0903,P9854,purchased,2024-03-28
9743,CID0211,P1484,purchased,2024-04-12
9744,CID0123,P8104,viewed,2024-06-14
9745,CID0771,P5672,clicked,2024-06-05
9746,CID0965,P6493,purchased,2024-06-16
9747,CID0904,P1284,clicked,2024-05-23
9748,CID0433,P9488,purchased,2024-07-28
9749,CID0732,P3576,viewed,2024-04-01
9750,CID0495,P1539,viewed,2024-07-15
9751,CID0631,P5640,viewed,2024-04-22
9752,CID0834,P9842,clicked,2024-02-05
9753,CID0821,P8741,purchased,2024-03-11
9754,CID0837,P9842,purchased,2024-02-22
9755,CID0371,P8282,clicked,2024-07-03
9756,CID0886,P7629,purchased,2024-01-03
9757,CID0099,P7629,clicked,2024-02-22
9758,CID0419,P3106,purchased,2024-02-15
9759,CID0250,P3665,viewed,2024-04-13
9760,CID0651,P8191,viewed,2024-02-21
9761,CID0624,P7513,viewed,2024-02-10
9762,CID0036,P9068,viewed,2024-05-01
9763,CID0246,P5728,viewed,2024-05-22
9764,CID0037,P9633,clicked,2024-07-05
9765,CID0795,P2181,clicked,2024-06-13
9766,CID0222,P3665,purchased,2024-02-29
9767,CID0405,P6603,purchased,2024-07-25
9768,CID0929,P6422,purchased,2024-05-10
9769,CID0074,P5669,clicked,2024-08-28
9770,CID0127,P9068,clicked,2024-05-24
9771,CID0967,P4531,viewed,2024-04-12
9772,CID0667,P9633,viewed,2024-09-12
9773,CID0292,P4587,purchased,2024-08-25
9774,CID0154,P4587,purchased,2024-04-01
9775,CID0449,P1512,viewed,2024-08-23
9776,CID0272,P1689,clicked,2024-05-05
9777,CID0886,P9633,purchased,2024-08-15
9778,CID0370,P1689,purchased,2024-05-15
9779,CID0048,P1689,viewed,2024-04-09
9780,CID0936,P8218,viewed,2024-02-17
9781,CID0183,P6493,purchased,2024-05-16
9782,CID0649,P3576,purchased,2024-01-25
9783,CID0759,P9813,clicked,2024-01-23
9784,CID0845,P7629,clicked,2024-06-17
9785,CID0592,P3576,viewed,2024-07-02
9786,CID0061,P6184,purchased,2024-05-30
9787,CID0123,P3665,clicked,2024-04-01
9788,CID0466,P6839,clicked,2024-09-07
9789,CID0500,P1689,purchased,2024-09-07
9790,CID0883,P1689,viewed,2024-07-28
9791,CID0677,P6493,purchased,2024-07-25
9792,CID0305,P3696,purchased,2024-04-20
9793,CID0141,P8191,purchased,2024-01-17
9794,CID0715,P8218,viewed,2024-05-15
9795,CID0398,P3576,clicked,2024-01-05
9796,CID0171,P1112,viewed,2024-07-14
9797,CID0234,P8282,purchased,2024-08-17
9798,CID0571,P4587,purchased,2024-09-20
9799,CID0573,P1484,clicked,2024-02-12
9800,CID0635,P8104,viewed,2024-01-24
9801,CID0264,P8218,clicked,2024-04-24
9802,CID0938,P5085,viewed,2024-03-22
9803,CID0474,P1689,viewed,2024-05-31
9804,CID0733,P1484,viewed,2024-06-11
9805,CID0061,P8741,clicked,2024-05-08
9806,CID0694,P3576,viewed,2024-02-06
9807,CID0083,P1484,purchased,2024-05-27
9808,CID0155,P8741,clicked,2024-07-09
9809,CID0281,P7189,clicked,2024-02-12
9810,CID0155,P5640,purchased,2024-07-22
9811,CID0659,P8104,purchased,2024-06-26
9812,CID0436,P3665,clicked,2024-05-26
9813,CID0168,P5994,viewed,2024-05-29
9814,CID0767,P8741,clicked,2024-01-24
9815,CID0301,P7629,clicked,2024-09-01
9816,CID0824,P4949,clicked,2024-08-31
9817,CID0789,P1615,purchased,2024-02-26
9818,CID0552,P7629,viewed,2024-03-10
9819,CID0908,P9488,viewed,2024-06-15
9820,CID0680,P1112,viewed,2024-06-13
9821,CID0109,P8104,purchased,2024-03-19
9822,CID0217,P6839,clicked,2024-07-15
9823,CID0483,P8104,purchased,2024-06-24
9824,CID0642,P1484,clicked,2024-04-06
9825,CID0738,P8741,purchased,2024-07-26
9826,CID0211,P2181,purchased,2024-03-12
9827,CID0447,P5002,viewed,2024-09-14
9828,CID0046,P8191,viewed,2024-04-08
9829,CID0107,P1539,purchased,2024-07-28
9830,CID0491,P2181,clicked,2024-09-21
9831,CID0546,P5672,clicked,2024-03-01
9832,CID0086,P4587,viewed,2024-09-17
9833,CID0815,P9842,purchased,2024-09-07
9834,CID0932,P7513,purchased,2024-08-05
9835,CID0759,P8741,viewed,2024-08-23
9836,CID0547,P4587,purchased,2024-06-26
9837,CID0144,P3696,clicked,2024-01-07
9838,CID0862,P1615,purchased,2024-01-22
9839,CID0006,P9488,purchased,2024-08-17
9840,CID0771,P1615,clicked,2024-05-24
9841,CID0409,P5728,viewed,2024-03-24
9842,CID0583,P5669,purchased,2024-09-19
9843,CID0727,P4949,viewed,2024-07-29
9844,CID0615,P6603,purchased,2024-03-26
9845,CID0763,P5085,purchased,2024-06-26
9846,CID0901,P5002,clicked,2024-04-26
9847,CID0250,P9633,viewed,2024-05-11
9848,CID0053,P8741,viewed,2024-05-12
9849,CID0229,P4949,viewed,2024-07-24
9850,CID0978,P5002,clicked,2024-02-10
9851,CID0844,P1615,purchased,2024-02-04
9852,CID0222,P9854,clicked,2024-04-08
9853,CID0388,P6608,purchased,2024-06-10
9854,CID0654,P5994,purchased,2024-06-29
9855,CID0999,P6603,clicked,2024-03-04
9856,CID0509,P6839,viewed,2024-03-23
9857,CID0827,P5728,viewed,2024-02-05
9858,CID0525,P3997,clicked,2024-01-08
9859,CID0096,P7189,clicked,2024-07-09
9860,CID0573,P4587,clicked,2024-04-20
9861,CID0645,P5994,viewed,2024-07-24
9862,CID0231,P7189,clicked,2024-05-23
9863,CID0410,P9813,viewed,2024-04-27
9864,CID0449,P1112,purchased,2024-03-30
9865,CID0425,P9089,clicked,2024-08-20
9866,CID0426,P2181,viewed,2024-09-08
9867,CID0100,P6603,viewed,2024-01-09
9868,CID0626,P9068,purchased,2024-03-11
9869,CID0288,P5640,viewed,2024-04-27
9870,CID0263,P9089,clicked,2024-09-01
9871,CID0608,P9813,viewed,2024-02-26
9872,CID0660,P4587,purchased,2024-04-24
9873,CID0152,P1112,viewed,2024-08-25
9874,CID0915,P8218,viewed,2024-05-04
9875,CID0411,P1512,clicked,2024-08-18
9876,CID0903,P3665,purchased,2024-03-12
9877,CID0741,P8741,viewed,2024-01-06
9878,CID0458,P5741,purchased,2024-07-31
9879,CID0692,P9068,clicked,2024-02-15
9880,CID0340,P4531,viewed,2024-01-10
9881,CID0768,P8104,viewed,2024-09-11
9882,CID0222,P9633,purchased,2024-08-06
9883,CID0502,P6184,purchased,2024-09-06
9884,CID0443,P6184,viewed,2024-04-03
9885,CID0442,P8741,viewed,2024-06-30
9886,CID0988,P6608,viewed,2024-03-04
9887,CID0813,P9202,clicked,2024-08-20
9888,CID0542,P9813,purchased,2024-01-25
9889,CID0365,P9068,viewed,2024-05-05
9890,CID0284,P9202,clicked,2024-03-30
9891,CID0054,P5002,purchased,2024-06-16
9892,CID0314,P1484,purchased,2024-09-12
9893,CID0614,P9488,viewed,2024-08-28
9894,CID0641,P3696,viewed,2024-01-05
9895,CID0574,P1512,clicked,2024-04-19
9896,CID0110,P3696,clicked,2024-05-20
9897,CID0243,P9202,clicked,2024-04-26
9898,CID0086,P5741,clicked,2024-07-04
9899,CID0594,P1484,purchased,2024-02-01
9900,CID0048,P5640,clicked,2024-08-29
9901,CID0350,P9813,clicked,2024-06-29
9902,CID0926,P3696,viewed,2024-07-26
9903,CID0485,P8218,purchased,2024-04-17
9904,CID0278,P5994,viewed,2024-07-10
9905,CID0737,P1539,viewed,2024-04-30
9906,CID0224,P7189,purchased,2024-04-01
9907,CID0119,P7189,clicked,2024-06-16
9908,CID0216,P9842,clicked,2024-04-17
9909,CID0032,P5669,purchased,2024-05-31
9910,CID0434,P1112,purchased,2024-01-14
9911,CID0874,P9488,purchased,2024-07-19
9912,CID0831,P6422,viewed,2024-01-25
9913,CID0281,P9813,clicked,2024-07-09
9914,CID0196,P9202,clicked,2024-01-11
9915,CID0252,P5741,purchased,2024-09-19
9916,CID0783,P7513,clicked,2024-08-31
9917,CID0981,P5741,clicked,2024-05-04
9918,CID0115,P3576,clicked,2024-04-01
9919,CID0864,P9488,purchased,2024-01-17
9920,CID0006,P4587,purchased,2024-08-07
9921,CID0067,P3106,viewed,2024-09-02
9922,CID0743,P2181,viewed,2024-03-19
9923,CID0514,P5085,purchased,2024-09-14
9924,CID0741,P7629,viewed,2024-04-06
9925,CID0468,P5741,clicked,2024-05-31
9926,CID0480,P5069,purchased,2024-03-17
9927,CID0331,P8218,viewed,2024-04-19
9928,CID0329,P4949,viewed,2024-03-13
9929,CID0268,P4531,viewed,2024-06-25
9930,CID0189,P1615,clicked,2024-08-15
9931,CID0622,P9089,purchased,2024-06-15
9932,CID0427,P1512,purchased,2024-08-16
9933,CID0696,P9488,clicked,2024-06-23
9934,CID0232,P4949,clicked,2024-06-26
9935,CID0045,P7308,viewed,2024-03-19
9936,CID0056,P7308,clicked,2024-05-25
9937,CID0823,P7629,purchased,2024-04-19
9938,CID0519,P9633,viewed,2024-09-01
9939,CID0159,P4587,clicked,2024-05-25
9940,CID0264,P8191,purchased,2024-08-25
9941,CID0168,P1512,viewed,2024-09-13
9942,CID0481,P6493,viewed,2024-01-13
9943,CID0675,P1512,clicked,2024-05-28
9944,CID0783,P9633,clicked,2024-06-14
9945,CID0326,P2181,purchased,2024-06-03
9946,CID0343,P5669,clicked,2024-05-07
9947,CID0141,P8104,viewed,2024-03-30
9948,CID0736,P5741,viewed,2024-02-13
9949,CID0524,P6422,clicked,2024-03-30
9950,CID0564,P6422,purchased,2024-05-21
9951,CID0163,P7629,viewed,2024-08-16
9952,CID0384,P3106,purchased,2024-02-18
9953,CID0601,P8741,purchased,2024-08-12
9954,CID0540,P8282,purchased,2024-02-04
9955,CID0627,P3576,purchased,2024-04-07
9956,CID0797,P5741,purchased,2024-09-08
9957,CID0404,P1539,clicked,2024-06-05
9958,CID0741,P6608,purchased,2024-08-03
9959,CID0702,P1112,purchased,2024-01-28
9960,CID0966,P8104,purchased,2024-07-27
9961,CID0884,P7893,clicked,2024-06-17
9962,CID0452,P9842,viewed,2024-05-04
9963,CID0711,P3665,viewed,2024-09-18
9964,CID0368,P7893,viewed,2024-02-01
9965,CID0887,P3696,clicked,2024-03-26
9966,CID0548,P1284,viewed,2024-03-28
9967,CID0737,P5669,viewed,2024-04-27
9968,CID0334,P5069,viewed,2024-05-13
9969,CID0670,P1615,clicked,2024-09-12
9970,CID0200,P3576,viewed,2024-07-09
9971,CID0056,P7513,purchased,2024-05-09
9972,CID0886,P6839,clicked,2024-01-27
9973,CID0245,P5669,viewed,2024-02-10
9974,CID0321,P9842,purchased,2024-01-22
9975,CID0540,P9854,clicked,2024-04-25
9976,CID0681,P9488,viewed,2024-04-03
9977,CID0507,P3997,clicked,2024-07-14
9978,CID0193,P9089,purchased,2024-02-03
9979,CID0200,P9842,viewed,2024-05-01
9980,CID0916,P8104,purchased,2024-04-10
9981,CID0998,P5672,clicked,2024-05-14
9982,CID0963,P3576,purchased,2024-06-28
9983,CID0510,P7629,viewed,2024-03-26
9984,CID0378,P3665,purchased,2024-02-20
9985,CID0544,P5085,viewed,2024-09-21
9986,CID0044,P3997,purchased,2024-06-29
9987,CID0491,P5741,clicked,2024-09-06
9988,CID0874,P9633,purchased,2024-02-03
9989,CID0628,P8218,clicked,2024-02-27
9990,CID0450,P7893,clicked,2024-05-04
9991,CID0156,P8741,purchased,2024-06-15
9992,CID0571,P6608,clicked,2024-05-05
9993,CID0385,P1689,viewed,2024-01-02
9994,CID0736,P6493,viewed,2024-02-16
9995,CID0636,P8191,clicked,2024-01-25
9996,CID0118,P3665,clicked,2024-05-10
9997,CID0397,P1112,viewed,2024-06-18
9998,CID0179,P5741,clicked,2024-06-02
9999,CID0043,P7189,clicked,2024-06-22
10000,CID0930,P4531,viewed,2024-08-13
10001,CID0626,P8191,clicked,2024-03-06
10002,CID0402,P9488,purchased,2024-09-16
10003,CID0419,P6493,clicked,2024-08-20
10004,CID0542,P6493,clicked,2024-08-01
10005,CID0248,P6608,purchased,2024-07-01
10006,CID0242,P8282,clicked,2024-08-25
10007,CID0217,P6608,clicked,2024-08-15
10008,CID0484,P5069,purchased,2024-07-15
10009,CID0174,P4587,viewed,2024-01-29
10010,CID0361,P5728,viewed,2024-02-27
10011,CID0997,P7513,viewed,2024-07-22
10012,CID0635,P6344,viewed,2024-04-14
10013,CID0372,P1284,viewed,2024-06-29
10014,CID0050,P5728,purchased,2024-03-23
10015,CID0241,P6839,viewed,2024-02-16
10016,CID0431,P1284,clicked,2024-09-22
10017,CID0856,P6608,viewed,2024-07-21
10018,CID0508,P8104,viewed,2024-03-30
10019,CID0203,P8741,clicked,2024-01-08
10020,CID0514,P1512,viewed,2024-05-31
10021,CID0420,P6839,purchased,2024-05-03
10022,CID0952,P7629,clicked,2024-06-01
10023,CID0467,P9202,purchased,2024-05-29
10024,CID0498,P5669,purchased,2024-07-01
10025,CID0795,P5069,viewed,2024-05-24
10026,CID0536,P6184,purchased,2024-05-17
10027,CID0096,P6184,purchased,2024-04-20
10028,CID0536,P9488,purchased,2024-02-15
10029,CID0848,P7189,purchased,2024-05-30
10030,CID0497,P7308,clicked,2024-05-19
10031,CID0490,P6344,purchased,2024-01-19
10032,CID0391,P5002,clicked,2024-07-22
10033,CID0583,P9089,viewed,2024-04-05
10034,CID0806,P8104,purchased,2024-06-02
10035,CID0833,P9068,clicked,2024-06-04
10036,CID0472,P6344,viewed,2024-08-21
10037,CID0531,P9488,purchased,2024-09-08
10038,CID0588,P8741,viewed,2024-08-21
10039,CID0545,P8741,viewed,2024-03-08
10040,CID0409,P6493,viewed,2024-08-25
10041,CID0175,P1484,purchased,2024-03-01
10042,CID0938,P5672,viewed,2024-06-11
10043,CID0599,P5669,viewed,2024-02-26
10044,CID0487,P3106,clicked,2024-01-10
10045,CID0168,P7629,viewed,2024-03-25
10046,CID0033,P5728,purchased,2024-07-10
10047,CID0484,P5669,clicked,2024-03-29
10048,CID0361,P3106,purchased,2024-01-06
10049,CID0567,P3576,viewed,2024-06-11
10050,CID0152,P7189,viewed,2024-01-06
10051,CID0432,P1112,viewed,2024-06-18
10052,CID0870,P2181,clicked,2024-02-08
10053,CID0802,P1539,purchased,2024-04-22
10054,CID0942,P2181,purchased,2024-02-08
10055,CID0512,P6493,clicked,2024-03-02
10056,CID0706,P6603,purchased,2024-03-21
10057,CID0339,P3696,viewed,2024-05-17
10058,CID0105,P5672,purchased,2024-06-24
10059,CID0377,P5640,purchased,2024-05-11
10060,CID0865,P6184,clicked,2024-01-21
10061,CID0669,P5994,purchased,2024-04-24
10062,CID0457,P1484,viewed,2024-05-07
10063,CID0274,P8218,viewed,2024-05-31
10064,CID0566,P1512,viewed,2024-02-06
10065,CID0236,P7513,clicked,2024-01-02
10066,CID0491,P8104,purchased,2024-05-04
10067,CID0238,P8104,clicked,2024-02-20
10068,CID0694,P5741,viewed,2024-05-02
10069,CID0023,P3106,viewed,2024-07-28
10070,CID0217,P6184,purchased,2024-04-05
10071,CID0327,P4531,purchased,2024-08-27
10072,CID0727,P8104,clicked,2024-08-29
10073,CID0067,P9089,viewed,2024-02-06
10074,CID0879,P1112,clicked,2024-07-12
10075,CID0193,P5669,purchased,2024-09-06
10076,CID0801,P7893,viewed,2024-07-15
10077,CID0317,P9068,clicked,2024-05-05
10078,CID0673,P2181,clicked,2024-09-23
10079,CID0154,P9842,purchased,2024-07-04
10080,CID0580,P8191,purchased,2024-04-05
10081,CID0540,P9854,purchased,2024-07-18
10082,CID0697,P6422,clicked,2024-01-29
10083,CID0093,P7513,clicked,2024-03-28
10084,CID0886,P6603,clicked,2024-08-01
10085,CID0244,P6839,viewed,2024-03-14
10086,CID0947,P9813,clicked,2024-05-22
10087,CID0110,P9089,purchased,2024-07-07
10088,CID0934,P9202,viewed,2024-06-07
10089,CID0353,P6839,purchased,2024-05-22
10090,CID0199,P5728,purchased,2024-02-10
10091,CID0420,P9089,purchased,2024-01-15
10092,CID0177,P5069,clicked,2024-01-06
10093,CID0781,P9633,purchased,2024-08-08
10094,CID0457,P1689,clicked,2024-04-08
10095,CID0810,P4587,viewed,2024-03-06
10096,CID0606,P9488,clicked,2024-07-29
10097,CID0244,P8741,viewed,2024-02-06
10098,CID0401,P7893,viewed,2024-08-02
10099,CID0341,P6608,viewed,2024-08-15
10100,CID0120,P5002,purchased,2024-05-05
10101,CID0058,P4949,purchased,2024-06-08
10102,CID0203,P8104,purchased,2024-04-02
10103,CID0433,P9633,purchased,2024-04-23
10104,CID0180,P8282,viewed,2024-04-26
10105,CID0571,P9089,purchased,2024-05-29
10106,CID0425,P9202,viewed,2024-08-23
10107,CID0867,P7308,viewed,2024-03-11
10108,CID0601,P5741,clicked,2024-07-23
10109,CID0516,P6608,viewed,2024-03-05
10110,CID0021,P6608,viewed,2024-05-23
10111,CID0151,P9842,clicked,2024-07-15
10112,CID0107,P3665,purchased,2024-09-04
10113,CID0464,P7893,clicked,2024-09-06
10114,CID0881,P3106,viewed,2024-02-11
10115,CID0414,P1615,clicked,2024-01-04
10116,CID0581,P9089,viewed,2024-09-21
10117,CID0791,P6422,purchased,2024-07-14
10118,CID0803,P1615,clicked,2024-05-02
10119,CID0691,P1615,viewed,2024-09-03
10120,CID0592,P4587,purchased,2024-06-19
10121,CID0178,P5640,purchased,2024-02-14
10122,CID0763,P5002,clicked,2024-04-02
10123,CID0624,P6603,clicked,2024-07-14
10124,CID0097,P1539,purchased,2024-07-11
10125,CID0718,P6608,clicked,2024-09-12
10126,CID0241,P9068,viewed,2024-01-03
10127,CID0909,P9813,clicked,2024-08-30
10128,CID0061,P6184,viewed,2024-05-27
10129,CID0958,P5069,viewed,2024-05-16
10130,CID0900,P7308,purchased,2024-02-06
10131,CID0874,P6839,clicked,2024-03-08
10132,CID0486,P5741,clicked,2024-06-01
10133,CID0585,P8104,viewed,2024-06-16
10134,CID0149,P3997,clicked,2024-08-05
10135,CID0434,P6422,clicked,2024-01-04
10136,CID0184,P6839,clicked,2024-08-02
10137,CID0325,P1484,clicked,2024-07-29
10138,CID0688,P7629,purchased,2024-08-25
10139,CID0035,P7513,clicked,2024-01-14
10140,CID0860,P6608,clicked,2024-05-24
10141,CID0918,P3997,purchased,2024-05-11
10142,CID0621,P1689,viewed,2024-01-19
10143,CID0297,P3997,viewed,2024-03-31
10144,CID0119,P8191,purchased,2024-04-24
10145,CID0497,P3106,purchased,2024-09-23
10146,CID0278,P5669,purchased,2024-03-19
10147,CID0338,P8218,purchased,2024-06-07
10148,CID0514,P1112,clicked,2024-09-02
10149,CID0424,P8218,viewed,2024-08-11
10150,CID0065,P5669,clicked,2024-09-23
10151,CID0610,P5741,viewed,2024-03-22
10152,CID0645,P1112,viewed,2024-01-27
10153,CID0145,P6422,purchased,2024-05-07
10154,CID0552,P5002,purchased,2024-05-20
10155,CID0705,P9633,viewed,2024-03-09
10156,CID0567,P6344,purchased,2024-08-09
10157,CID0482,P4531,viewed,2024-09-19
10158,CID0698,P2181,clicked,2024-04-24
10159,CID0051,P1284,viewed,2024-02-09
10160,CID0121,P7513,purchased,2024-01-18
10161,CID0627,P5672,clicked,2024-06-07
10162,CID0751,P7629,viewed,2024-08-31
10163,CID0966,P5085,clicked,2024-07-04
10164,CID0817,P6184,purchased,2024-01-30
10165,CID0314,P3106,clicked,2024-08-18
10166,CID0815,P7893,clicked,2024-04-28
10167,CID0311,P5669,clicked,2024-07-12
10168,CID0185,P5085,clicked,2024-05-24
10169,CID0230,P3106,viewed,2024-08-14
10170,CID0843,P6422,viewed,2024-05-20
10171,CID0479,P4531,clicked,2024-05-29
10172,CID0196,P3696,clicked,2024-06-13
10173,CID0176,P9854,purchased,2024-06-28
10174,CID0799,P1615,purchased,2024-02-07
10175,CID0454,P1112,viewed,2024-08-02
10176,CID0134,P9202,viewed,2024-08-21
10177,CID0013,P9854,viewed,2024-06-20
10178,CID0439,P3696,clicked,2024-01-31
10179,CID0232,P5085,clicked,2024-05-12
10180,CID0429,P3696,viewed,2024-09-15
10181,CID0779,P9068,purchased,2024-09-04
10182,CID0681,P7189,purchased,2024-03-14
10183,CID0307,P5640,purchased,2024-01-07
10184,CID0528,P5002,clicked,2024-02-05
10185,CID0795,P9068,viewed,2024-01-08
10186,CID0921,P6608,clicked,2024-09-14
10187,CID0229,P1484,clicked,2024-05-04
10188,CID0034,P4949,clicked,2024-08-10
10189,CID0852,P1112,purchased,2024-05-24
10190,CID0642,P1539,purchased,2024-07-23
10191,CID0484,P6184,clicked,2024-03-05
10192,CID0224,P5640,clicked,2024-04-09
10193,CID0396,P6603,viewed,2024-02-11
10194,CID0028,P3696,viewed,2024-05-02
10195,CID0095,P1689,purchased,2024-02-06
10196,CID0071,P9202,clicked,2024-03-15
10197,CID0579,P6344,purchased,2024-05-09
10198,CID0073,P9089,purchased,2024-06-21
10199,CID0991,P7893,clicked,2024-08-01
10200,CID0491,P3576,clicked,2024-01-03
10201,CID0328,P6344,clicked,2024-01-21
10202,CID0747,P5741,viewed,2024-05-18
10203,CID0790,P7308,clicked,2024-09-10
10204,CID0445,P1539,clicked,2024-01-12
10205,CID0241,P3106,purchased,2024-05-25
10206,CID0232,P7629,purchased,2024-03-27
10207,CID0408,P6493,viewed,2024-05-18
10208,CID0455,P1539,purchased,2024-01-31
10209,CID0724,P5672,purchased,2024-05-14
10210,CID0066,P3696,clicked,2024-01-23
10211,CID0547,P9813,purchased,2024-02-14
10212,CID0840,P1615,purchased,2024-01-28
10213,CID0939,P9633,clicked,2024-06-18
10214,CID0431,P6603,purchased,2024-06-04
10215,CID0474,P8282,clicked,2024-07-23
10216,CID0855,P9854,purchased,2024-01-15
10217,CID0537,P6839,clicked,2024-07-12
10218,CID0291,P8191,clicked,2024-03-14
10219,CID0241,P5069,purchased,2024-05-26
10220,CID0425,P8191,purchased,2024-01-02
10221,CID0768,P6493,purchased,2024-04-08
10222,CID0117,P5741,viewed,2024-07-26
10223,CID0158,P2181,viewed,2024-04-09
10224,CID0465,P3696,purchased,2024-01-08
10225,CID0659,P1689,purchased,2024-08-21
10226,CID0175,P3576,purchased,2024-03-12
10227,CID0929,P7629,viewed,2024-04-17
10228,CID0156,P9842,viewed,2024-09-01
10229,CID0914,P3997,clicked,2024-01-28
10230,CID0032,P5069,purchased,2024-05-08
10231,CID0627,P5002,purchased,2024-02-22
10232,CID0714,P5002,purchased,2024-05-13
10233,CID0006,P6344,purchased,2024-07-12
10234,CID0238,P1284,clicked,2024-08-13
10235,CID0344,P1689,clicked,2024-08-29
10236,CID0628,P4587,viewed,2024-04-06
10237,CID0413,P9089,clicked,2024-08-02
10238,CID0977,P2181,viewed,2024-04-24
10239,CID0043,P5002,viewed,2024-02-16
10240,CID0029,P6603,viewed,2024-07-15
10241,CID0021,P1539,clicked,2024-03-08
10242,CID0022,P5002,clicked,2024-08-14
10243,CID0124,P5069,clicked,2024-08-07
10244,CID0839,P7308,clicked,2024-08-04
10245,CID0223,P9068,clicked,2024-02-01
10246,CID0776,P7629,clicked,2024-08-28
10247,CID0972,P3576,viewed,2024-07-04
